"","19GWC19006-C1-GOWN986--Li17090_S14_L002_R1_paired","19GWC19014-C3-GOWN972--Li16960_S26_L002_R1_paired","19GWC19018-C4-GOWN3026--Li16946_S12_L001_R1_paired","19GWC19019-C5-GOWN983--Li17091_S15_L002_R1_paired","19GWC19024-C8-GOWN980--Li17092_S16_L002_R1_paired","19GWC19026-C9-GOWN218--Li16961_S27_L002_R1_paired","19GWC19028-C10-GOWN114--Li17093_S17_L002_R1_paired","19GWC19036-C12-GOWN137--Li17086_S18_L002_R1_paired","19GWC19038-C13-GOWN144--Li17094_S19_L002_R1_paired","19GWC19041-C15-GOWN150--Li17095_S20_L002_R1_paired","19GWC19045-C17-GOWN265--Li16962_S28_L002_R1_paired","19GWC19047-C18-GOWN139--Li17096_S21_L002_R1_paired","19GWC19048-C19-GOWN142--Li16947_S13_L001_R1_paired","19GWC19049-C20-GOWN123--Li16963_S29_L002_R1_paired","19GWC19053-C21-GOWN760--Li16964_S30_L002_R1_paired","19GWC19059-C24-GOWN117--Li16965_S31_L002_R1_paired","19GWE00021-E1-GOWN449--Li17097_S22_L002_R1_paired","19GWE00050-E2-GOWN991--Li16966_S32_L002_R1_paired","19GWE00506-E6-GOWN200--Li17085_S8_L001_R1_paired","19GWE00515-E9-GOWN33--Li17098_S23_L002_R1_paired","19GWE00520-E10-GOWN1124--Li17087_S9_L001_R1_paired","19GWE00525-E14-GOWN1153--Li17088_S10_L001_R1_paired","19GWE00534-E19-GOWN1117--Li17089_S11_L001_R1_paired","19GWE00537-E21-GOWN62--Li17099_S24_L002_R1_paired","19GWE00545-E23-GOWN186--Li17100_S25_L002_R1_paired"
"ASV2482",0,0,34,0,0,0,0,15,11,2,0,0,1,8,3,5,0,0,3,0,1,15,1,0,0
"ASV2483",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"ASV2484",0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ASV2485",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV2486",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2487",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV2488",0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,2,0,0,0
"ASV2489",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
"ASV2490",0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"ASV2491",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
"ASV2492",0,0,1,1,0,0,0,0,0,0,0,2,1,2,0,1,0,0,3,1,1,2,1,2,1
"ASV2493",0,0,11,0,0,0,0,0,1,0,0,0,0,5,2,5,0,0,1,0,0,6,1,0,0
"ASV2494",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV2495",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
"ASV2496",0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,1,0,1,0,3,0,0
"ASV2497",0,0,20,43,0,0,0,0,35,2,0,0,0,3,5,129,0,0,1,0,2,184,12,0,0
"ASV2498",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,1,1,0,0
"ASV2499",0,0,259,6,0,0,1,14,32,9,0,31,1,27,30,362,1,1,31,0,4,1294,67,0,1
"ASV2500",0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,2,2,0,0,0
"ASV2501",0,0,20,0,0,0,0,40,14,1,0,7,0,437,11,15,1,0,0,0,1,51,1,0,3
"ASV2502",0,0,11,0,0,1,0,2,19,0,0,0,0,2,1,6,0,0,0,0,0,10,3,1,1
"ASV2503",0,0,23,0,0,0,0,0,0,0,0,3,0,2,1,227,0,0,0,0,0,4,2,0,0
"ASV2504",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2505",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2506",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"ASV2507",0,0,2,4,0,0,0,811,0,30,0,0,0,1,0,1030,1,0,0,10,0,5,23,1,4
"ASV2508",0,0,31,0,0,0,0,8,0,0,0,1,0,3,0,3,0,0,4,0,0,0,1,0,0
"ASV2509",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"ASV2510",0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0
"ASV2511",0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,5,2,0,0
"ASV2512",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"ASV2513",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2514",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0
"ASV2515",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0
"ASV2516",0,0,4,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,31,0
"ASV2517",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV2518",0,0,2,0,0,0,0,0,1,0,0,1,1,7,1,5,0,0,3,0,0,1,3,1,0
"ASV2519",0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"ASV2520",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV2521",0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
"ASV2522",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV2523",0,0,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"ASV2524",0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,3,0,0,0
"ASV2525",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,1,4,0,0,0
"ASV2526",0,0,13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"ASV2527",0,0,1,0,0,0,0,1,1,0,1,1,0,0,3,10,0,13,0,0,1,12,0,0,0
"ASV2528",0,0,8,0,0,0,0,0,6,0,0,0,0,0,46,29,0,0,0,0,0,6,1,0,0
"ASV2529",0,0,20,4,0,0,0,5,1,11,0,0,0,0,4,1,0,0,0,0,1,12,6,0,0
"ASV2530",0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,18,0,0,0
"ASV2531",0,0,5,2,0,0,0,1,1,0,0,2,0,0,0,5,0,0,0,0,10,1,2,0,0
"ASV2532",0,0,3,0,1,0,0,1,1,0,0,0,0,0,7,11,0,0,0,0,3,26,0,0,0
"ASV2533",0,0,3,0,0,1,0,1,49,1,0,0,1,2,2,10,0,0,0,0,0,38,0,1,2
"ASV2534",0,0,1,1,0,0,1,0,0,1,0,0,0,2,1,2,0,0,1,0,0,0,3,0,0
"ASV2535",0,0,4,0,0,0,0,8,2,14,0,0,2,0,2,1,0,0,1,0,3,14,0,0,0
"ASV2536",0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,0
"ASV2537",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,1,0
"ASV2538",0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,2,0,0,0
"ASV2539",0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV2540",0,0,3,0,0,0,0,0,7,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0
"ASV2541",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
"ASV2542",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2543",0,0,11,5,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,2,31,2,0,0
"ASV2544",0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0
"ASV2545",0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0
"ASV2546",0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0
"ASV2547",0,0,28,0,0,0,0,0,32,0,0,4,0,134,6,57,0,0,6,0,2,115,7,0,0
"ASV2548",0,0,7,1,0,0,0,1,1,0,0,0,0,1,4,1,0,0,0,0,0,7,0,0,0
"ASV2549",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
"ASV2550",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,5,5,0,0
"ASV2551",0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0
"ASV2552",0,0,5,0,0,0,0,0,1,0,0,0,0,3,1,4,0,0,0,0,0,2,0,0,0
"ASV2553",0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV2554",0,0,56,0,0,0,0,0,3,0,0,1,0,0,1,20,0,0,0,0,0,4,0,0,0
"ASV2555",0,0,4,0,0,0,0,1,1,9,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0
"ASV2556",0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,1
"ASV2557",0,0,20,0,0,0,0,0,5,0,0,0,0,0,6,264,0,0,0,0,0,299,2,2,0
"ASV2558",0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0
"ASV2559",0,0,10,1,0,0,0,2,21,0,0,3,0,1,7,5,0,0,0,0,0,55,1,0,0
"ASV2560",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
"ASV2561",0,0,4,0,0,0,0,1,3,2,0,28,0,0,1,1,0,1,4,0,0,29,1,0,0
"ASV2562",0,0,1,0,552,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV2563",0,0,1,0,0,0,0,1,9,2,0,0,0,1,0,1,0,0,0,0,2,5,0,0,0
"ASV2564",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV2565",0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0
"ASV2566",0,0,2,0,0,0,0,1,7,1,0,0,0,1,3,31,0,0,0,0,1,5,6,0,1
"ASV2567",0,0,3,0,0,1,0,0,96,0,0,0,0,8,2,2,3,0,6,0,0,37,0,0,0
"ASV2568",0,0,1,1,0,0,0,0,25,0,0,3,0,2,233,2,0,0,0,0,0,65,8,0,0
"ASV2569",0,0,2,0,0,0,0,2,4,2,0,0,0,9,5,2,0,0,1,0,5,9,0,0,0
"ASV2570",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"ASV2571",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2572",0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0
"ASV2573",0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ASV2574",0,0,14,1,0,0,0,2,11,0,0,1,0,10,1,311,0,0,1,0,1,93,1,0,2
"ASV2575",0,0,2,1,0,0,0,1,5,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0
"ASV2576",0,0,1,3,0,0,0,4,5,1,0,0,0,4,2,120,0,0,0,0,3,177,0,0,0
"ASV2577",0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0
"ASV2578",0,0,2,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,1,0,0
"ASV2579",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2580",0,0,1,0,0,0,0,2,5,0,0,0,0,23,10,0,0,0,0,0,1,3,0,0,0
"ASV2581",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ASV2582",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
"ASV2583",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2584",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV2585",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
"ASV2586",0,0,5,0,0,0,0,0,1,0,0,0,0,0,9,3,0,0,0,0,0,10,0,0,0
"ASV2587",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0
"ASV2588",0,0,2,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0
"ASV2589",0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV2590",0,0,2,0,0,3,0,0,1,1,0,0,0,6,3,0,0,0,0,0,0,6,3,0,0
"ASV2591",0,0,7,1,0,0,0,2,1,0,0,0,0,0,5,1,0,0,0,0,0,14,0,0,0
"ASV2592",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"ASV2593",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
"ASV2594",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2595",0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,2,0,0,0,0,0,3,2,0,0
"ASV2596",0,0,1,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,25,0,1
"ASV2597",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2598",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV2599",0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,2,0,0,0
"ASV2600",0,0,5,1,0,0,0,0,5,0,0,0,0,3,1,0,0,0,0,0,3,5,0,0,0
"ASV2601",0,0,3,0,0,0,0,0,1,0,0,1,0,6,5,1,0,0,0,0,0,3,0,0,0
"ASV2602",0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,5,1,0,0
"ASV2603",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"ASV2604",0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0
"ASV2605",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV2606",0,0,2,0,0,0,0,0,16,0,0,1,0,1,1,99,0,0,0,0,0,54,0,0,0
"ASV2607",0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0
"ASV2608",0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV2609",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2610",0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0
"ASV2611",0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ASV2612",0,0,1,1,0,3,0,8,0,6,0,0,1,2,12,0,1,0,0,0,2,3,5,0,5
"ASV2613",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0
"ASV2614",0,0,4,0,0,0,0,0,0,2,0,0,0,1,1,4,0,0,0,0,0,12,0,1,1
"ASV2615",0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV2616",0,0,7,1,0,0,1,7,16,2,0,1,0,31,5,8,0,0,2,0,2,5,1,0,0
"ASV2617",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
"ASV2618",0,0,3,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,43,6,0,1
"ASV2619",0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV2620",0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,287,1,0,0
"ASV2621",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV2622",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2623",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,35,1,0,0
"ASV2624",0,0,29,0,0,0,0,2,0,2,0,0,13,0,0,42,0,0,0,0,2,14,1,0,0
"ASV2625",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2626",0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0
"ASV2627",0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV2628",0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,29,0,0,0
"ASV2629",0,0,12,3,0,0,0,355,925,5,0,0,0,0,0,1,0,0,0,0,166,6,9,0,1
"ASV2630",0,0,5,0,1,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ASV2631",0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV2632",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2633",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2634",0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,1,15,0,0,0
"ASV2635",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2636",0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
"ASV2637",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2638",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2639",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV2640",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV2641",0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,32,0,0,0
"ASV2642",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2643",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0
"ASV2644",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
"ASV2645",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,10,0,0,0
"ASV2646",0,0,1,0,0,0,0,324,5,29,0,10,0,14,1,0,0,0,0,0,0,3,0,0,0
"ASV2647",0,0,3,0,0,0,0,2,1,0,0,0,0,26,7,0,0,0,0,0,1,6,0,0,0
"ASV2648",0,0,21,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"ASV2649",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2650",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV2651",0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"ASV2652",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2653",0,0,4,0,0,0,0,0,1,0,0,2,0,4,0,3,0,0,0,0,1,4,0,1,0
"ASV2654",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2655",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV2656",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2657",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV2658",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV2659",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV2660",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV2661",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"ASV2662",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2663",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
"ASV2664",0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0
"ASV2665",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2666",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2667",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2668",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2669",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2670",0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV2671",0,0,3,0,0,0,1,0,1,0,0,0,0,23,0,3,0,0,0,0,1,1,0,0,0
"ASV2672",0,0,2,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,5,0,0,0
"ASV2673",0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0
"ASV2674",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0
"ASV2675",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,1,0,0
"ASV2676",0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
"ASV2677",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2678",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2679",0,0,6,2,0,0,0,4,1,6,0,1,0,4,9,16,0,0,0,0,4,11,1,0,0
"ASV2680",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"ASV2681",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,11,0,3,0
"ASV2682",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV2683",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"ASV2684",0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,7,0,0,0,0,0,6,2,0,0
"ASV2685",0,0,7,0,0,0,0,0,1,0,0,0,0,0,6,3,0,0,0,0,0,4,0,0,0
"ASV2686",0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0
"ASV2687",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0
"ASV2688",0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,55,0,0,0,0,0,5,0,0,0
"ASV2689",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0
"ASV2690",0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,21,0,0,0
"ASV2691",0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,19,0,0,0,0,0,69,1,0,0
"ASV2692",0,0,5,1,0,0,0,0,2,1,0,0,0,0,6,6,0,0,0,0,0,4,1,0,0
"ASV2693",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,2,0,0
"ASV2694",0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0
"ASV2695",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,0,0,9,3,0,0
"ASV2696",0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,102,0,0,0,0,0,461,1,0,0
"ASV2697",0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,49,0,0,0
"ASV2698",0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,2,22,0,0
"ASV2699",0,0,4,0,0,0,0,1,5,0,0,0,0,2,0,5,0,0,0,0,0,2,1,0,0
"ASV2700",0,0,135,1,0,0,0,0,0,1,0,0,0,0,25,3,0,0,0,0,0,143,0,0,0
"ASV2701",0,0,3,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,8,0,0,0
"ASV2702",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0
"ASV2703",0,0,10,0,0,0,0,2,25,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
"ASV2704",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2705",0,0,4,1,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,2,0,0
"ASV2706",0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0
"ASV2707",0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0
"ASV2708",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2709",0,0,3,0,0,0,0,7,1,0,0,0,0,3,3,2,0,0,1,0,1,39,6,0,0
"ASV2710",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ASV2711",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
